	PRESF	PASTF	LEMMAF	 REG	NULL	X->{	X->$t	5->u	g5->wEnt
k6nt@r{kt->k6n-t@-r{k-tId	17	2	87	1	0	0	0	0	0
m5->m5d	8	2	84	1	0	0	0	0	0
wEt->wE-tId	1099	2	1210	1	0	0	0	0	0
rip->ript	12	2	78	1	0	0	0	0	0
6tgr5->6t-gru	7	2	77	0	0	0	0	1	0
kliv->klivd	7	2	75	1	0	0	0	0	0
IJ->IJt	27	2	97	1	0	0	0	0	0
rikri1t->ri-kri-1-tId	11	2	75	1	0	0	0	0	0
@kru->@-krud	7	2	72	1	0	0	0	0	0
sn$r->sn$d	12	2	89	1	0	0	0	0	0
fQnd@l->fQn-d@ld	5	2	68	1	0	0	0	0	0
brEkf@st->brEk-f@-stId	975	2	1060	1	0	0	0	0	0
ristrVkJ3->ri-strVk-J3d	2	2	67	1	0	0	0	0	0
sm5ld3->sm5l-d3d	2	2	67	1	0	0	0	0	0
fist->fi-stId	205	2	312	1	0	0	0	0	0
h2k->h2kt	29	2	97	1	0	0	0	0	0
hQl3->hQ-l3d	7	2	65	1	0	0	0	0	0
hjum3->hju-m3d	431	2	493	1	0	0	0	0	0
liJ->liJt	11	2	62	1	0	0	0	0	0
fUt->fU-tId	1764	2	5917	1	0	0	0	0	0
prIdQmIn1t->prI-dQ-mI-n1-tId	7	2	60	1	0	0	0	0	0
@vEn_->@-vEn_d	7	2	58	1	0	0	0	0	0
ripl1->ri-pl1d	22	2	73	1	0	0	0	0	0
tINg@l->tIN-g@ld	7	2	61	1	0	0	0	0	0
dIv2n->dI-v2nd	288	2	341	1	0	0	0	0	0
pQrd@n->pQr-d@nd	115	2	164	1	0	0	0	0	0
br6z->br6zd	7	2	57	1	0	0	0	0	0
pl@k1t->pl@-k1-tId	8	2	54	1	0	0	0	0	0
pIkIt->pI-kI-tId	59	2	154	1	0	0	0	0	0
spun->spund	208	2	329	1	0	0	0	0	0
j$rIn1t->j$-rI-n1-tId	6	2	53	1	0	0	0	0	0
b1l->b1ld	163	2	209	1	0	0	0	0	0
nid->ni-dId	5	2	52	1	0	0	0	0	0
m5t3->m5-t3d	588	2	774	1	0	0	0	0	0
rilIv->ri-lIvd	6	2	52	1	0	0	0	0	0
wQl5->wQ-l5d	11	2	59	1	0	0	0	0	0
dIs2f3->dI-s2-f3d	9	2	51	1	0	0	0	0	0
f@mEnt->f@-mEn-tId	33	2	80	1	0	0	0	0	0
InstIl->In-stIld	9	2	51	1	0	0	0	0	0
k@mjut->k@-mju-tId	3	2	50	1	0	0	0	0	0
fl$nt->fl$n-tId	5	2	50	1	0	0	0	0	0
rEk@lEkt->rE-k@-lEk-tId	8	2	50	1	0	0	0	0	0
ridrEs->ri-drEst	21	2	63	1	0	0	0	0	0
TrES->TrESt	3	2	49	1	0	0	0	0	0
fl1l->fl1ld	9	2	57	1	0	0	0	0	0
lE_Isl1t->lE-_I-sl1-tId	7	2	48	1	0	0	0	0	0
sk1t->sk1-tId	28	2	123	1	0	0	0	0	0
bIlIt@l->bI-lI-t@ld	6	2	47	1	0	0	0	0	0
bV_->bV_d	9	2	47	1	0	0	0	0	0
krIn_->krIn_d	4	2	47	1	0	0	0	0	0
@v1l->@-v1ld	59	2	97	1	0	0	0	0	0
_EstIkjUl1t->_E-stI-kjU-l1-tId	4	2	46	1	0	0	0	0	0
Int3r->In-t3d	9	2	46	1	0	0	0	0	0
ikw@l2z->i-kw@-l2zd	6	2	45	1	0	0	0	0	0
Ins2t->In-s2-tId	3	2	45	1	0	0	0	0	0
prun->prund	22	2	96	1	0	0	0	0	0
s5b3->s5-b3d	190	2	236	1	0	0	0	0	0
f$lt->f$l-tId	697	2	843	1	0	0	0	0	0
pVls->pVlst	160	2	250	1	0	0	0	0	0
@_4n->@-_4nd	1	2	42	1	0	0	0	0	0
k63->k6-3d	2	2	42	1	0	0	0	0	0
d$d@l->d$-d@ld	3	2	42	1	0	0	0	0	0
fjum->fjumd	7	2	47	1	0	0	0	0	0
n2f->n2ft	642	2	833	1	0	0	0	0	0
sIz@l->sI-z@ld	2	2	42	1	0	0	0	0	0
dIsEkt->dI-sEk-tId	4	2	41	1	0	0	0	0	0
Inkr5J->In-kr5Jt	2	2	41	1	0	0	0	0	0
f5m->f5md	122	2	165	1	0	0	0	0	0
glIm3->glI-m3d	36	2	81	1	0	0	0	0	0
r{nt->r{n-tId	4	2	43	1	0	0	0	0	0
t{ksI->t{k-sId	514	2	645	1	0	0	0	0	0
nEst->nE-stId	238	2	344	1	0	0	0	0	0
pr{ns->pr{nst	2	2	40	1	0	0	0	0	0
r1v->r1vd	8	2	49	1	0	0	0	0	0
sVk@l->sV-k@ld	2	2	40	1	0	0	0	0	0
kQpjUl1t->kQ-pjU-l1-tId	4	2	39	1	0	0	0	0	0
sm3k->sm3kt	23	2	63	1	0	0	0	0	0
stVt3->stV-t3d	10	2	48	1	0	0	0	0	0
dEnIgr1t->dE-nI-gr1-tId	5	2	38	1	0	0	0	0	0
d2vVl_->d2-vVl_d	5	2	38	1	0	0	0	0	0
p{t3->p{-t3d	36	2	73	1	0	0	0	0	0
spVn_->spVn_d	112	2	176	1	0	0	0	0	0
w3r->w3d	14	2	55	1	0	0	0	0	0
wIz->wIzd	13	2	49	1	0	0	0	0	0
d2v3_->d2-v3_d	5	2	37	1	0	0	0	0	0
dr5n->dr5nd	28	2	81	1	0	0	0	0	0
Eb->Ebd	57	2	92	1	0	0	0	0	0
fEst3->fE-st3d	2	2	37	1	0	0	0	0	0
lif->lift	270	2	1489	1	0	0	0	0	0
rEktIf2->rEk-tI-f2d	5	2	37	1	0	0	0	0	0
twId@l->twI-d@ld	4	2	37	1	0	0	0	0	0
Vpgr1d->Vp-gr1-dId	4	2	38	1	0	0	0	0	0
{ksid->{k-si-dId	5	2	36	1	0	0	0	0	0
difjuz->di-fjuzd	6	2	36	1	0	0	0	0	0
dIsbIliv->dIs-bI-livd	3	2	36	1	0	0	0	0	0
Ikst5l->Ik-st5ld	2	2	36	1	0	0	0	0	0
kwEl->kwEld	5	2	36	1	0	0	0	0	0
dik5d->di-k5-dId	3	2	35	1	0	0	0	0	0
Eks$s2z->Ek-s$-s2zd	5	2	35	1	0	0	0	0	0
nIg1t->nI-g1-tId	3	2	35	1	0	0	0	0	0
pQzIt->pQ-zI-tId	3	2	35	1	0	0	0	0	0
str{g@l->str{-g@ld	2	2	35	1	0	0	0	0	0
kr{Nk->kr{Nkt	35	2	80	1	0	0	0	0	0
m2m->m2md	46	2	84	1	0	0	0	0	0
prin->prind	2	2	34	1	0	0	0	0	0
VplIft->Vp-lIf-tId	20	2	53	1	0	0	0	0	0
zum->zumd	6	2	36	1	0	0	0	0	0
@pr1z->@-pr1zd	2	2	33	1	0	0	0	0	0
p{sIf2->p{-sI-f2d	4	2	33	1	0	0	0	0	0
plQNk->plQNkt	6	2	37	1	0	0	0	0	0
r{mb@l->r{m-b@ld	10	2	46	1	0	0	0	0	0
rItr1s->rI-tr1st	4	2	33	1	0	0	0	0	0
sir->sird	1	2	33	1	0	0	0	0	0
snIp->snIpt	7	2	37	1	0	0	0	0	0
skw$k->skw$kt	5	2	44	1	0	0	0	0	0
bIsiJ->bI-s$t	3	2	32	0	0	0	1	0	0
klINk->klINkt	29	2	61	1	0	0	0	0	0
klVmp->klVmpt	60	2	153	1	0	0	0	0	0
dImin->dI-mind	2	2	32	1	0	0	0	0	0
InsInjU1t->In-sI-njU-1-tId	1	2	32	1	0	0	0	0	0
njut3->nju-t3d	2	2	33	1	0	0	0	0	0
rigrup->ri-grupt	3	2	32	1	0	0	0	0	0
riTINk->ri-T$t	6	2	35	0	0	0	1	0	0
S{mb@l->S{m-b@ld	1	2	32	1	0	0	0	0	0
sp6t->sp6-tId	29	2	66	1	0	0	0	0	0
swIl->swIld	7	2	40	1	0	0	0	0	0
bQr_->bQr_d	57	2	116	1	0	0	0	0	0
br1v->br1vd	346	2	413	1	0	0	0	0	0
bV_It->bV-_I-tId	619	2	722	1	0	0	0	0	0
J{mpj@n->J{m-pj@nd	231	2	324	1	0	0	0	0	0
dIs5SI1t->dI-s5-SI-1-tId	5	2	31	1	0	0	0	0	0
h{r5->h{-r5d	16	2	52	1	0	0	0	0	0
r{dIk@l2z->r{-dI-k@-l2zd	3	2	31	1	0	0	0	0	0
tr5l->tr5ld	14	2	50	1	0	0	0	0	0
br{g->br{gd	5	2	32	1	0	0	0	0	0
k53s->k5-3st	4	2	30	1	0	0	0	0	0
k@r5d->k@-r5-dId	3	2	30	1	0	0	0	0	0
l5p->l5pt	9	2	38	1	0	0	0	0	0
rEmInIs->rE-mI-nIst	2	2	30	1	0	0	0	0	0
slINk->slINk	2	2	30	0	1	0	0	0	0
tul->tuld	285	2	830	1	0	0	0	0	0
Vnd@r1t->Vn-d@-r1-tId	4	2	30	1	0	0	0	0	0
wid@l->wi-d@ld	2	2	30	1	0	0	0	0	0
k{sk1d->k{-sk1-dId	21	2	63	1	0	0	0	0	0
g{b@l->g{-b@ld	10	2	38	1	0	0	0	0	0
g3d->g3-dId	3	2	29	1	0	0	0	0	0
h@r{N->h@-r{Nd	17	2	52	1	0	0	0	0	0
hil->hild	203	2	553	1	0	0	0	0	0
nVlIf2->nV-lI-f2d	3	2	29	1	0	0	0	0	0
rist1t->ri-st1-tId	3	2	29	1	0	0	0	0	0
skVf@l->skV-f@ld	24	2	55	1	0	0	0	0	0
st{gn1t->st{g-n1-tId	3	2	29	1	0	0	0	0	0
briJ->briJt	167	2	203	1	0	0	0	0	0
k{rIk@tj$r->k{-rI-k@-tj$d	53	2	96	1	0	0	0	0	0
Int@sEkt->In-t@-sEk-tId	3	2	28	1	0	0	0	0	0
lQp->lQpt	4	2	28	1	0	0	0	0	0
mI{nd3->mI-{n-d3d	2	2	28	1	0	0	0	0	0
kwQdrUp@l->kwQ-drU-p@ld	13	2	39	1	0	0	0	0	0
riInst1t->ri-In-st1-tId	4	2	28	1	0	0	0	0	0
spir->spird	147	2	248	1	0	0	0	0	0
b{kf23->b{k-f2-3d	14	2	49	1	0	0	0	0	0
l1d@l->l1-d@ld	18	2	53	1	0	0	0	0	0
lI_ItIm2z->lI-_I-tI-m2zd	4	2	27	1	0	0	0	0	0
5v@p63->5-v@-p6-3d	3	2	27	1	0	0	0	0	0
p$n->p$nd	34	2	87	1	0	0	0	0	0
kwQntIf2->kwQn-tI-f2d	4	2	27	1	0	0	0	0	0
sk$ld->sk$l-dId	2	2	30	1	0	0	0	0	0
s2f@n->s2-f@nd	18	2	46	1	0	0	0	0	0
skIt3->skI-t3d	1	2	27	1	0	0	0	0	0
skVlk->skVlkt	1	2	27	1	0	0	0	0	0
s@bst{nSI1t->s@b-st{n-SI-1-tId	4	2	27	1	0	0	0	0	0
w3m->w3md	127	2	329	1	0	0	0	0	0
bu->bud	9	2	38	1	0	0	0	0	0
gVz@l->gV-z@ld	1	2	26	1	0	0	0	0	0
hEk@l->hE-k@ld	1	2	26	1	0	0	0	0	0
mIsrEd->mIs-rEd	2	2	26	0	1	0	0	0	0
priEmpt->pri-Emp-tId	2	2	26	1	0	0	0	0	0
swun->swund	11	2	36	1	0	0	0	0	0
trVmpIt->trVm-pI-tId	86	2	166	1	0	0	0	0	0
wUlf->wUlft	113	2	208	1	0	0	0	0	0
b{_3->b{-_3d	55	2	156	1	0	0	0	0	0
klVk->klVkt	6	2	31	1	0	0	0	0	0
kQntr@vin->kQn-tr@-vind	2	2	25	1	0	0	0	0	0
dIlInI1t->dI-lI-nI-1-tId	2	2	25	1	0	0	0	0	0
dIsInt{Ng@l->dIs-In-t{N-g@ld	3	2	25	1	0	0	0	0	0
dIshQrt@n->dIs-hQr-t@nd	0	2	25	1	0	0	0	0	0
EdI->E-dId	7	2	45	1	0	0	0	0	0
Inf5ld->In-f5l-dId	2	2	25	1	0	0	0	0	0
liv3->li-v3d	119	2	185	1	0	0	0	0	0
5v@st1t->5-v@-st1-tId	2	2	25	1	0	0	0	0	0
kw1v3->kw1-v3d	7	2	36	1	0	0	0	0	0
sid->si-dId	498	2	895	1	0	0	0	0	0
SEp@d->SE-p@-dId	92	2	184	1	0	0	0	0	0
k3tsI->k3t-sId	20	2	44	1	0	0	0	0	0
dIskl1m->dIs-kl1md	2	2	24	1	0	0	0	0	0
drE_->drE_d	4	2	31	1	0	0	0	0	0
Injum@r1t->I-nju-m@-r1-tId	2	2	24	1	0	0	0	0	0
fl6t->fl6-tId	2	2	24	1	0	0	0	0	0
f3D3->f3-D3d	4165	2	1690	1	0	0	0	0	0
hVmb@l->hVm-b@ld	200	2	249	1	0	0	0	0	0
mVl->mVld	5	2	27	1	0	0	0	0	0
p2n->p2nd	214	2	331	1	0	0	0	0	0
pIv@t->pI-v@-tId	20	2	48	1	0	0	0	0	0
r2f@l->r2-f@ld	288	2	427	1	0	0	0	0	0
sp1->sp1d	0	2	24	1	0	0	0	0	0
tVf@n->tV-f@nd	2	2	24	1	0	0	0	0	0
tr{nsp5z->tr{ns-p5zd	2	2	24	1	0	0	0	0	0
wirrI->wir-rId	182	2	207	1	0	0	0	0	0
b{ndI->b{n-dId	4	2	25	1	0	0	0	0	0
b5d->b5-dId	2	2	23	1	0	0	0	0	0
k{nt->k{n-tId	2	2	23	1	0	0	0	0	0
k1p3->k1-p3d	22	2	56	1	0	0	0	0	0
klQk->klQkt	637	2	731	1	0	0	0	0	0
kr5S1->kr5-S1d	7	2	29	1	0	0	0	0	0
InvIZ@n->In-vI-Z@nd	2	2	23	1	0	0	0	0	0
IgzQn@r1t->Ig-zQ-n@-r1-tId	3	2	23	1	0	0	0	0	0
Int@mINg@l->In-t@-mIN-g@ld	2	2	23	1	0	0	0	0	0
6tfl{Nk->6t-fl{Nkt	2	2	23	1	0	0	0	0	0
skut->sku-tId	2	2	23	1	0	0	0	0	0
skwElJ->skwElJt	1	2	25	1	0	0	0	0	0
wInI->wI-nId	5	2	28	1	0	0	0	0	0
@kl2m@t2z->@-kl2-m@-t2zd	2	2	22	1	0	0	0	0	0
J$k->J$kt	169	2	192	1	0	0	0	0	0
krQnIk@l->krQ-nI-k@ld	83	2	113	1	0	0	0	0	0
h{z@d->h{-z@-dId	169	2	427	1	0	0	0	0	0
hVNg3->hVN-g3d	434	2	456	1	0	0	0	0	0
mIsf23->mIs-f2-3d	2	2	24	1	0	0	0	0	0
kwQS->kwQSt	2	2	22	1	0	0	0	0	0
rikInd@l->ri-kIn-d@ld	2	2	22	1	0	0	0	0	0
spirhEd->spir-hE-dId	56	2	78	1	0	0	0	0	0
sVblIm1t->sV-blI-m1-tId	2	2	22	1	0	0	0	0	0
bVs->bVst	1155	2	1442	1	0	0	0	0	0
Imb{m->Im-b{md	1	2	21	1	0	0	0	0	0
Ikstrud->Ik-stru-dId	1	2	21	1	0	0	0	0	0
f2n@l2z->f2-n@-l2zd	2	2	21	1	0	0	0	0	0
2d@l2z->2-d@-l2zd	2	2	21	1	0	0	0	0	0
Int3p5z->In-t3-p5zd	2	2	21	1	0	0	0	0	0
m$lt->m$l-tId	72	2	93	1	0	0	0	0	0
mVg->mVgd	109	2	172	1	0	0	0	0	0
pridIsp5z->pri-dI-sp5zd	1	2	21	1	0	0	0	0	0
rIk@S1->rI-k@-S1d	2	2	22	1	0	0	0	0	0
rQmp->rQmpt	16	2	40	1	0	0	0	0	0
S$r->S$d	408	2	554	1	0	0	0	0	0
swIg->swIgd	30	2	52	1	0	0	0	0	0
tIt3->tI-t3d	5	2	26	1	0	0	0	0	0
Vpst1_->Vp-st1_d	9	2	28	1	0	0	0	0	0
wEt->wE-tId	1	2	21	1	0	0	0	0	0
k$r@s->k$-r@st	175	2	205	1	0	0	0	0	0
kQns@m1t->kQn-s@-m1-tId	22	2	40	1	0	0	0	0	0
dr6z->dr6zd	0	2	20	1	0	0	0	0	0
fIks1t->fIk-s1-tId	2	2	20	1	0	0	0	0	0
hQmQ_@n2z->hQ-mQ-_@-n2zd	1	2	20	1	0	0	0	0	0
Iltrit->Il-tri-tId	2	2	20	1	0	0	0	0	0
p{rI->p{-rId	2	2	21	1	0	0	0	0	0
pl1n->pl1nd	815	2	1157	1	0	0	0	0	0
r{sp->r{spt	9	2	30	1	0	0	0	0	0
ril5d->ri-l5-dId	1	2	20	1	0	0	0	0	0
risEt@l->ri-sE-t@ld	2	2	20	1	0	0	0	0	0
rIf@l->rI-f@ld	1	2	20	1	0	0	0	0	0
s2dtr{k->s2d-tr{kt	4	2	22	1	0	0	0	0	0
twik->twikt	6	2	26	1	0	0	0	0	0
wQl@p->wQ-l@pt	8	2	28	1	0	0	0	0	0
@bdVkt->@b-dVk-tId	1	2	19	1	0	0	0	0	0
bIt5k@n->bI-t5-k@nd	2	2	19	1	0	0	0	0	0
k5dIf2->k5-dI-f2d	1	2	19	1	0	0	0	0	0
d{m->d{md	113	2	161	1	0	0	0	0	0
dIsImbQrk->dIs-Im-bQrkt	1	2	19	1	0	0	0	0	0
IvIns->I-vInst	1	2	19	1	0	0	0	0	0
Ikskrit->Ik-skri-tId	1	2	19	1	0	0	0	0	0
frQlIk->frQ-lIkt	7	2	29	1	0	0	0	0	0
gVf$->gV-f$d	7	2	35	1	0	0	0	0	0
InkVlk1t->In-kVl-k1-tId	2	2	19	1	0	0	0	0	0
mEt@m$f5z->mE-t@-m$-f5zd	1	2	19	1	0	0	0	0	0
5v@rIksp5z->5-v@-rIk-sp5zd	1	2	19	1	0	0	0	0	0
p1l->p1ld	1030	2	1102	1	0	0	0	0	0
pVlp->pVlpt	70	2	90	1	0	0	0	0	0
rIv2l->rI-v2ld	2	2	19	1	0	0	0	0	0
s{vI_->s{-vI_d	269	2	349	1	0	0	0	0	0
skImp->skImpt	2	2	19	1	0	0	0	0	0
sn1r->sn1rd	20	2	59	1	0	0	0	0	0
sVb_Ug1t->sVb-_U-g1-tId	2	2	19	1	0	0	0	0	0
Vnd@st1t->Vn-d@-st1-tId	1	2	19	1	0	0	0	0	0
{tr@fI->{-tr@-fId	8	2	25	1	0	0	0	0	0
k@rin->k@-rind	0	2	18	1	0	0	0	0	0
JIz@l->JI-z@ld	33	2	57	1	0	0	0	0	0
kQd@l->kQ-d@ld	1	2	18	1	0	0	0	0	0
krImp->krImpt	2	2	18	1	0	0	0	0	0
dIf1s->dI-f1st	1	2	18	1	0	0	0	0	0
dIsImb6@l->dIs-Im-b6-@ld	1	2	18	1	0	0	0	0	0
In5b@l->I-n5-b@ld	1	2	18	1	0	0	0	0	0
InVnsI1t->I-nVn-sI-1-tId	1	2	18	1	0	0	0	0	0
gruv->gruvd	80	2	128	1	0	0	0	0	0
IndQktrIn1t->In-dQk-trI-n1-tId	1	2	18	1	0	0	0	0	0
m{nh{nd@l->m{n-h{n-d@ld	1	2	18	1	0	0	0	0	0
mut->mu-tId	2	2	18	1	0	0	0	0	0
p{r@dI->p{-r@-dId	76	2	98	1	0	0	0	0	0
pIlI_->pI-lI_d	8	2	25	1	0	0	0	0	0
kw2@t->kw2-@-tId	1509	2	1620	1	0	0	0	0	0
riJQr_->ri-JQr_d	1	2	18	1	0	0	0	0	0
riImb3s->ri-Im-b3st	2	2	18	1	0	0	0	0	0
rI_->rI_d	219	2	325	1	0	0	0	0	0
r5m{ntIs2z->r5-m{n-tI-s2zd	1	2	18	1	0	0	0	0	0
S3k->S3kt	1	2	18	1	0	0	0	0	0
sIv->sIvd	40	2	59	1	0	0	0	0	0
sIn_->sIn_d	1	2	18	1	0	0	0	0	0
spVt3->spV-t3d	1	2	19	1	0	0	0	0	0
st{mpid->st{m-pi-dId	25	2	42	1	0	0	0	0	0
t{lI->t{-lId	21	2	42	1	0	0	0	0	0
tr{fIk->tr{-fIkt	966	2	984	1	0	0	0	0	0
tr{nsgrEs->tr{ns-grEst	1	2	18	1	0	0	0	0	0
b{rIk1d->b{-rI-k1-dId	26	2	70	1	0	0	0	0	0
b3g@l->b3-g@ld	1	2	17	1	0	0	0	0	0
k@l1t->k@-l1-tId	1	2	17	1	0	0	0	0	0
kQp->kQpt	152	2	306	1	0	0	0	0	0
k$d->k$-dId	145	2	213	1	0	0	0	0	0
IkspQsJUl1t->Ik-spQs-JU-l1-tId	1	2	17	1	0	0	0	0	0
Ekspr5prI1t->Eks-pr5-prI-1-tId	1	2	17	1	0	0	0	0	0
flVNk->flVNkt	1	2	17	1	0	0	0	0	0
gQrn3->gQr-n3d	1	2	17	1	0	0	0	0	0
h2_{k->h2-_{kt	2	2	20	1	0	0	0	0	0
InQkjUl1t->In-Q-kjU-l1-tId	1	2	17	1	0	0	0	0	0
mVdI->mV-dId	175	2	193	1	0	0	0	0	0
5v@JQr_->5-v@-JQr_d	1	2	17	1	0	0	0	0	0
prEfIs->prE-fIst	28	2	49	1	0	0	0	0	0
zIgz{g->zIg-z{gd	19	2	41	1	0	0	0	0	0
@sEnt->@-sEn-tId	44	2	62	1	0	0	0	0	0
biJ->biJt	1060	2	1465	1	0	0	0	0	0
b2sEkt->b2-sEk-tId	0	2	16	1	0	0	0	0	0
k{ptIv1t->k{p-tI-v1-tId	0	2	16	1	0	0	0	0	0
k{stIg1t->k{-stI-g1-tId	1	2	16	1	0	0	0	0	0
sid->si-dId	1	2	16	1	0	0	0	0	0
k$s@n->k$-s@nd	1	2	16	1	0	0	0	0	0
d2s->d2st	20	2	54	1	0	0	0	0	0
d5s->d5st	116	2	208	1	0	0	0	0	0
Enk5d->En-k5-dId	1	2	16	1	0	0	0	0	0
Es1->E-s1d	249	2	405	1	0	0	0	0	0
Eks2z->Ek-s2zd	17	2	32	1	0	0	0	0	0
fEt3->fE-t3d	7	2	37	1	0	0	0	0	0
hUdwINk->hUd-wINkt	1	2	16	1	0	0	0	0	0
Im$t@l2z->I-m$-t@-l2zd	1	2	16	1	0	0	0	0	0
QsIf2->Q-sI-f2d	1	2	16	1	0	0	0	0	0
p5l->p5ld	196	2	391	1	0	0	0	0	0
prQm@lg1t->prQ-m@l-g1-tId	1	2	16	1	0	0	0	0	0
rVf@n->rV-f@nd	1	2	16	1	0	0	0	0	0
sl3p->sl3pt	1	2	16	1	0	0	0	0	0
snIk3->snI-k3d	3	2	22	1	0	0	0	0	0
spuk->spukt	8	2	39	1	0	0	0	0	0
str{tIf2->str{-tI-f2d	0	2	16	1	0	0	0	0	0
@brI_->@-brI_d	1	2	15	1	0	0	0	0	0
1@r1t->1-@-r1-tId	1	2	15	1	0	0	0	0	0
{n5t1t->{-n5-t1-tId	1	2	15	1	0	0	0	0	0
@prEntIs->@-prEn-tIst	61	2	109	1	0	0	0	0	0
bIl1->bI-l1d	11	2	33	1	0	0	0	0	0
br4l->br4ld	1	2	16	1	0	0	0	0	0
J{st2z->J{-st2zd	1	2	15	1	0	0	0	0	0
kl2m{ks->kl2-m{kst	172	2	193	1	0	0	0	0	0
krIm1t->krI-m1-tId	1	2	15	1	0	0	0	0	0
dIsb3s->dIs-b3st	1	2	15	1	0	0	0	0	0
dIsInfEkt->dIs-In-fEk-tId	1	2	15	1	0	0	0	0	0
dIst@ns->dI-st@nst	1597	2	1856	1	0	0	0	0	0
fl6ns->fl6nst	5	2	24	1	0	0	0	0	0
f3l->f3ld	1	2	15	1	0	0	0	0	0
hQrt@n->hQr-t@nd	1	2	15	1	0	0	0	0	0
h5n->h5nd	5	2	21	1	0	0	0	0	0
IndEks->In-dEkst	252	2	300	1	0	0	0	0	0
mImirgr{f->mI-mir-gr{ft	4	2	19	1	0	0	0	0	0
mIst->mI-stId	230	2	293	1	0	0	0	0	0
nQJ->nQJt	29	2	52	1	0	0	0	0	0
riv{lju->ri-v{l-jud	1	2	15	1	0	0	0	0	0
sEnsIt2z->sEn-sI-t2zd	1	2	15	1	0	0	0	0	0
sn{g->sn{gd	44	2	86	1	0	0	0	0	0
tr6ns->tr6nst	1	2	15	1	0	0	0	0	0
junj@n2z->ju-nj@-n2zd	1	2	15	1	0	0	0	0	0
{d@l->{-d@ld	1	2	14	1	0	0	0	0	0
@pEnd->@-pEn-dId	1	2	14	1	0	0	0	0	0
@pr2z->@-pr2zd	1	2	14	1	0	0	0	0	0
bIfVd@l->bI-fV-d@ld	1	2	14	1	0	0	0	0	0
blV_@n->blV-_@nd	7	2	21	1	0	0	0	0	0
brut@l2z->bru-t@-l2zd	0	2	14	1	0	0	0	0	0
kr1t->kr1-tId	45	2	114	1	0	0	0	0	0
Elb5->El-b5d	280	2	480	1	0	0	0	0	0
IlEktr@kjut->I-lEk-tr@-kju-tId	1	2	14	1	0	0	0	0	0
Ekshjum->Eks-hjumd	1	2	14	1	0	0	0	0	0
fIlJ->fIlJt	1	2	14	1	0	0	0	0	0
fINg@prInt->fIN-g@-prIn-tId	12	2	78	1	0	0	0	0	0
g{S->g{St	34	2	59	1	0	0	0	0	0
h5st->h5-stId	368	2	494	1	0	0	0	0	0
In_Est->In-_E-stId	0	2	14	1	0	0	0	0	0
m{rIn1t->m{-rI-n1-tId	1	2	14	1	0	0	0	0	0
m{st@m2nd->m{-st@-m2n-dId	3	2	19	1	0	0	0	0	0
5p2n->5-p2nd	1	2	14	1	0	0	0	0	0
p3_3->p3-_3d	1	2	14	1	0	0	0	0	0
pr5skr2b->pr5-skr2bd	1	2	14	1	0	0	0	0	0
r1z->r1zd	0	2	14	1	0	0	0	0	0
rip{trI1t->ri-p{-trI-1-tId	1	2	14	1	0	0	0	0	0
s1SI1t->s1-SI-1-tId	1	2	14	1	0	0	0	0	0
s@bpin@->s@b-pi-n@d	6	2	22	1	0	0	0	0	0
SUg3->SU-g3d	976	2	1029	1	0	0	0	0	0
dEs@l1t->dE-s@-l1-tId	85	2	98	1	0	0	0	0	0
Infib@l->In-fi-b@ld	0	2	13	1	0	0	0	0	0
_4nt->_4n-tId	702	2	973	1	0	0	0	0	0
m{ltrit->m{l-tri-tId	0	2	13	1	0	0	0	0	0
mIsk{rI->mIs-k{-rId	0	2	13	1	0	0	0	0	0
mjut1t->mju-t1-tId	0	2	13	1	0	0	0	0	0
prQp@zIS@n->prQ-p@-zI-S@nd	240	2	296	1	0	0	0	0	0
riv{mp->ri-v{mpt	0	2	13	1	0	0	0	0	0
v{nd@l2z->v{n-d@-l2zd	0	2	13	1	0	0	0	0	0
@_$r->@-_$d	0	2	12	1	0	0	0	0	0
{NglIs2z->{N-glI-s2zd	0	2	12	1	0	0	0	0	0
kr{ft->kr{f-tId	131	2	336	1	0	0	0	0	0
dIs$rirnt1t->dIs-$-rirn-t1-tId	0	2	12	1	0	0	0	0	0
f3m->f3md	1300	2	1765	1	0	0	0	0	0
f$S$t@n->f$-S$-t@nd	0	2	12	1	0	0	0	0	0
h5m->h5md	8831	2	9641	1	0	0	0	0	0
Imjun2z->I-mju-n2zd	0	2	12	1	0	0	0	0	0
l{mpun->l{m-pund	4	2	21	1	0	0	0	0	0
mInt->mIn-tId	100	2	122	1	0	0	0	0	0
mVs->mVst	0	2	12	1	0	0	0	0	0
s{nd->s{n-dId	952	2	1059	1	0	0	0	0	0
sk{b->sk{bd	15	2	53	1	0	0	0	0	0
skju3->skju-3d	15	2	30	1	0	0	0	0	0
sIndIk1t->sIn-dI-k1-tId	33	2	62	1	0	0	0	0	0
t1b@l->t1-b@ld	3645	2	4220	1	0	0	0	0	0
VnhIn_->Vn-hIn_d	0	2	12	1	0	0	0	0	0
VpEnd->Vp-En-dId	0	2	12	1	0	0	0	0	0
vIlIf2->vI-lI-f2d	0	2	12	1	0	0	0	0	0
Eksr1->Eks-r1d	0	2	12	1	0	0	0	0	0
bIlIt->bI-lI-tId	14	2	33	1	0	0	0	0	0
k{n@n2z->k{-n@-n2zd	0	2	11	1	0	0	0	0	0
k@p{rIs@n->k@-p{-rI-s@nd	0	2	11	1	0	0	0	0	0
s2f3->s2-f3d	33	2	50	1	0	0	0	0	0
